ts_code,name,start_date,end_date,start_price,end_price,total_return,annual_return,max_drawdown,trading_days
000999.SZ,华润三九,2021-03-30,2026-03-30,10.82,28.3,161.55268022181147,21.20576267518526,-40.68482070638987,1211
600085.SH,同仁堂,2021-03-30,2026-03-30,26.96,28.19,4.562314540059349,0.8963761457258856,-53.711001642036116,1211
