code,name,last_price,pe_ratio,pb_ratio,volume,volume_ratio,total_score
HK.03808,SINOTRUK,38.0,16.586,2.213,9028014,0.945,13.065000000000001
HK.02282,MGM CHINA,10.99,8.232,12.853,5676105,0.641,13.0608
HK.02097,MIXUE GROUP,299.4,17.439,4.198,770090,1.305,12.980199999999998
HK.03306,JNBY,21.5,11.716,3.942,1076500,0.623,12.874799999999999
HK.09999,NTES-S,171.8,14.551,3.064,2897647,0.516,12.754199999999999
HK.02768,GON TECHNOLOGY,55.3,22.516,2.719,818400,1.014,12.596200000000001
HK.02418,DEEWIN,2.08,27.368,1.224,2872500,5.058,12.376
HK.01277,KINETIC DEV,2.2,18.644,2.052,29470208,0.944,12.120000000000001
HK.02269,WUXI BIO,31.54,24.021,2.494,38183284,1.079,12.098199999999999
HK.00867,CMS,13.36,19.763,1.692,3456025,0.849,12.096599999999999
HK.06823,HKT-SS,12.14,17.417,2.5,3217595,0.23,12.0498
HK.02338,WEICHAI POWER,26.18,18.527,2.214,11632663,0.502,11.8986
HK.00006,POWER ASSETS,61.25,20.933,1.438,1861997,0.627,11.851799999999999
HK.03606,FUYAO GLASS,57.3,14.506,3.595,1730467,0.724,11.8254
HK.02273,GUSHENGTANG,26.42,18.321,2.326,573899,0.644,11.820599999999997
HK.00081,CH OVS G OCEANS,2.35,24.736,0.238,5720000,0.565,11.73
HK.00699,JOYSON ELEC,14.25,21.3,1.408,2701000,0.855,11.685599999999999
HK.02382,SUNNY OPTICAL,53.25,19.714,2.014,6819928,0.457,11.5464
HK.00826,TIANGONG INT'L,3.21,22.605,1.097,13644000,0.785,11.462399999999999
HK.00101,HANG LUNG PPT,8.9,24.929,0.334,7485217,0.663,11.441400000000002
HK.01651,TSUGAMI CHINA,34.8,15.418,3.547,1152055,0.842,11.3646
HK.01810,XIAOMI-W,32.36,18.2,2.847,191718055,0.648,10.9554
HK.02602,ONEWO,15.87,23.793,1.132,2893200,0.562,10.6866
HK.00012,HENDERSON LAND,30.3,25.941,0.454,6118886,0.316,10.618200000000002
HK.09611,LONGCHEER,22.56,21.776,1.875,632500,0.758,10.5594
HK.02359,WUXI APPTEC,115.4,16.203,3.901,4369663,0.784,10.256400000000001
HK.00376,YUNFENG FIN,2.88,24.827,1.083,5818000,0.647,10.154399999999999
HK.00322,TINGYI,13.1,14.819,4.452,11222582,0.407,10.095
HK.00291,CHINA RES BEER,24.72,21.495,2.245,12511500,0.821,10.061999999999998
HK.01876,BUD APAC,7.15,24.912,1.185,8596613,0.299,9.9198
HK.01880,CTG DUTY-FREE,64.4,28.66,2.194,1634500,1.057,9.854800000000001
HK.00700,TENCENT,495.2,18.149,3.535,21222215,0.569,9.747599999999998
HK.00083,SINO LAND,11.44,26.981,0.636,4361355,0.36,9.666599999999997
HK.02698,SOFTCARE,34.42,22.659,4.308,3725070,1.146,9.650200000000002
HK.01030,SEAZEN,2.05,28.082,0.289,15532000,0.671,9.6306
HK.09690,TUHU-W,13.1,23.268,1.934,4115800,0.914,9.557999999999998
HK.02899,ZIJIN MINING,34.32,15.918,4.481,84261915,0.722,9.3834
HK.03668,YANCOAL AUS,44.36,25.641,1.249,2436450,0.41,9.3672
HK.02145,CHICMAX,58.8,27.748,8.787,1157000,1.61,9.351199999999999
HK.01929,CHOW TAI FOOK,10.56,17.6,3.98,14753902,0.752,9.276
HK.01286,IMPRO PRECISION,8.29,21.532,2.791,3225007,0.546,9.056999999999999
HK.00003,HK & CHINA GAS,7.2,23.606,2.263,15993185,0.462,8.762999999999998
HK.09901,NEW ORIENTAL-S,44.52,24.314,2.343,3060793,0.506,8.1942
HK.01208,MMG,7.42,22.691,2.923,43632658,0.5,8.124
HK.01138,COSCO SHIP ENGY,19.3,24.185,2.573,40844380,0.825,7.8576
HK.02517,GUOQUAN,4.08,22.417,3.189,15897898,0.957,7.809599999999999
HK.00669,TECHTRONIC IND,107.5,21.094,3.632,3669403,0.648,7.805999999999998
HK.06862,HAIDILAO,13.85,17.226,6.963,28108709,0.859,7.664400000000001
HK.06618,JD HEALTH,47.34,25.533,2.285,5508767,0.82,7.567199999999998
HK.09985,WL DELICIOUS,10.65,22.421,3.348,2547400,0.396,7.521
HK.06693,CHIFENG GOLD,34.7,19.32,4.44,8528187,0.46,7.4159999999999995
HK.06055,CTIHK,34.48,24.333,6.543,1308096,1.009,7.400200000000001
HK.01128,WYNN MACAU,5.53,17.838,-2.154,2478600,0.249,7.297199999999999
HK.00866,CHINA QINFA,3.7,17.961,5.505,6896000,0.852,7.223400000000001
HK.01211,BYD COMPANY,102.0,21.392,3.861,21526656,0.5,7.214999999999999
HK.02788,CHUANGXIN IND,26.3,18.05,5.121,4549182,0.395,7.169999999999999
HK.01057,ZHEJIANG SHIBAO,5.34,27.244,1.962,7406000,0.575,7.122000000000001
HK.01530,3SBIO,21.5,24.184,3.049,17860272,0.816,7.001399999999998
HK.00325,BLOKS,58.0,20.545,4.538,711300,0.718,6.504599999999998
HK.08637,METASURFACE,3.47,28.442,1.933,685000,0.414,6.4554
HK.01928,SANDS CHINA LTD,17.15,19.895,12.731,6625289,0.512,6.063
HK.06613,LENS,21.68,29.257,1.94,3637600,0.598,5.953799999999998
HK.01415,COWELL,24.0,22.556,4.475,3092201,0.755,5.4113999999999995
HK.09911,NEWBORNTOWN,7.81,21.28,5.035,15692014,0.905,5.231999999999999
HK.01050,KARRIE INT'L,2.3,23.469,4.275,1076000,0.292,5.223599999999999
HK.01179,HWORLD-S,39.06,21.367,8.476,3660000,0.975,5.179799999999999
HK.06031,SANY HEAVY IND,20.78,29.601,2.376,4630800,0.889,4.9626
HK.02190,ZYLOXTB,24.04,29.937,2.265,676266,0.743,4.960799999999998
HK.03993,CMOC,16.78,24.568,4.219,58908918,0.759,4.664999999999998
HK.01888,KB LAMINATES,20.04,25.725,3.844,12817000,0.499,4.645799999999999
HK.02050,SANHUA,29.0,27.128,3.471,11491845,0.871,4.475399999999999
HK.01133,HARBIN ELECTRIC,23.48,28.845,2.969,5695058,0.567,4.3488
HK.01177,SINO BIOPHARM,5.8,28.855,2.972,35323731,0.671,4.3374
HK.01585,YADEA,11.91,27.006,3.681,7822000,0.297,4.170599999999999
HK.02172,MICROPORT NEURO,10.37,29.211,3.001,1331000,0.727,4.071600000000001
HK.01523,PLOVER BAY TECH,7.54,23.562,18.168,816000,0.6,3.862799999999999
HK.09927,SERES,87.1,23.629,5.17,627400,0.94,3.822599999999999
HK.01209,CHINA RES MIXC,43.7,25.451,5.853,2518000,0.605,2.7293999999999996
HK.00167,IDT INT'L,5.6,25.454,40.875,563500,0.336,2.7275999999999994
HK.03355,FS.COM,42.9,25.765,7.176,1027776,0.265,2.5409999999999995
HK.09981,WOER,19.15,29.281,3.964,1679200,0.484,2.2962000000000002
HK.01818,ZHAOJIN MINING,29.94,26.495,4.938,16237193,0.53,2.2146
HK.03288,HAITIAN FLAV,33.54,28.642,4.53,557131,0.313,1.6607999999999998
HK.00388,HKEX,394.6,28.179,8.603,3055779,0.516,1.092600000000001
HK.09633,NONGFU SPRING,45.3,29.001,11.657,9392757,0.897,0.5993999999999993
