ts_code,name,industry,total_return
600149.SH,廊坊发展,综合类,-36.20037807183365
600150.SH,中国船舶,船舶,37.61261261261262
600151.SH,航天机电,汽车配件,78.08398950131233
600152.SH,维科技术,电气设备,42.875157629255995
600153.SH,建发股份,仓储物流,-21.135371179039304
600155.SH,华创云信,证券,-39.189189189189186
600156.SH,华升股份,纺织,49.72067039106143
600157.SH,永泰能源,火力发电,-37.748344370860934
600158.SH,中体产业,文教休闲,4.8076923076923075
600159.SH,大龙地产,区域地产,-18.346253229974156
600160.SH,巨化股份,化工原料,216.24087591240874
600161.SH,天坛生物,生物制药,-49.383949383949385
600162.SH,香江控股,全国地产,-51.21293800539083
600163.SH,中闽能源,新型电力,77.94117647058823
600165.SH,ST宁科,化工原料,-77.86509495743287
600166.SH,福田汽车,汽车整车,2.826855123674914
600167.SH,联美控股,供气供热,-69.84469370146678
600168.SH,武汉控股,水务,-38.70588235294118
600169.SH,ST太重,工程机械,-31.71428571428571
